library	symbol	type	bind
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal15app_check_tokenL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal16GetAppCheckTokenEb	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal18NotifyTokenChangedENS0_13AppCheckTokenE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal19AddAppCheckListenerEPNS0_16AppCheckListenerE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal22RemoveAppCheckListenerEPNS0_16AppCheckListenerE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal26GetAppCheckTokenLastResultEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal26SetAppCheckProviderFactoryEPNS0_23AppCheckProviderFactoryE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal26SetTokenAutoRefreshEnabledEb	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternal6futureEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternalC1EPNS_3AppE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternalC2EPNS_3AppE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternalD1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16AppCheckInternalD2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helper8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal16jni_debug_helperL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_provider8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal18app_check_providerL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factory8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal20jni_provider_factoryL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22CacheAppCheckMethodIdsEP7_JNIEnvP8_jobjectRKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS6_9allocatorIS9_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22ReleaseAppCheckClassesEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factory8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22debug_provider_factoryL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_impl8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22default_app_check_implL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listener8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal22jni_app_check_listenerL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProvider8GetTokenENSt6__ndk18functionIFvNS0_13AppCheckTokenEiRKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProviderC1EP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProviderC2EP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProviderD0Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProviderD1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal23AndroidAppCheckProviderD2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal24CppTokenFromAndroidTokenEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal27CacheCommonAndroidMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal27CacheDebugProviderMethodIdsEP7_JNIEnvP8_jobjectRKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS6_9allocatorIS9_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal27GetExistingAppCheckInstanceEPNS_3AppE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal27ReleaseCommonAndroidClassesEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal27ReleaseDebugProviderClassesEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEENS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factory8GetClassEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL11g_field_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL12g_method_idsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL17kFieldDescriptorsE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL17kMethodSignaturesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL20g_registered_nativesE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal31play_integrity_provider_factoryL7g_classE	OBJECT	LOCAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal34JniAppCheckProvider_nativeGetTokenEP7_JNIEnvP8_jobjectlS5_	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal35CachePlayIntegrityProviderMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal35ReleasePlayIntegrityProviderClassesEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternal13SetDebugTokenERKNSt6__ndk112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternal14CreateProviderEPNS_3AppE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternalC1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternalC2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternalD0Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternalD1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36DebugAppCheckProviderFactoryInternalD2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternal14CreateProviderEPNS_3AppE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternalC1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternalC2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternalD0Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternalD1Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal36PlayIntegrityProviderFactoryInternalD2Ev	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal47JniAppCheckProviderFactory_nativeCreateProviderEP7_JNIEnvP8_jobjectll	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal48JniAppCheckListener_nativeOnAppCheckTokenChangedEP7_JNIEnvP8_jobjectlS5_	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9GetJniEnvEv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check10CacheClassEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check10CacheClassEP7_JNIEnvP8_jobjectNS_4util16ClassRequirementE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check10GetFieldIdENS2_5FieldE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check11GetMethodIdENS2_6MethodE	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check12ReleaseClassEP7_JNIEnv	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check13CacheFieldIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check14CacheMethodIdsEP7_JNIEnvP8_jobject	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check15RegisterNativesEP7_JNIEnvPK15JNINativeMethodm	FUNC	GLOBAL
libFirebaseCppApp-12_10_1.so	_ZN8firebase9app_check8internal9app_check19CacheClassFromFilesEP7_JNIEnvP8_jobjectPKNSt6__ndk16vectorINS_8internal12EmbeddedFileENS7_9allocatorISA_EEEE	FUNC	GLOBAL
